workclass,marital_status,occupation,relationship,race,gender,native_country,age,fnlwgt,educational_num,capital_gain,capital_loss,hours_per_week
6,5,5,4,5,2,39,-1.40324734319036,-0.486218531345991,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.744369000062377
3,3,3,1,5,2,26,0.0342005727839296,0.951098364216128,-2.39668812374642,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,6,9,2,3,1,39,1.01771756792423,0.107225974931693,-1.22154530637319,-0.146731579639021,-0.218777837638699,-1.91030615636439
4,7,4,2,5,1,39,1.32033818181356,-0.547322745475969,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.754693058040209
3,5,8,4,5,2,39,-1.55455765013502,-1.28072477397081,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-1.7437437054641
3,1,6,4,3,2,39,0.0342005727839296,0.856502793061849,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,4,4,2,5,2,26,-0.0414545806884015,0.281252291363222,-2.00497385128868,-0.146731579639021,-0.218777837638699,1.08781795984078
3,5,1,4,5,1,39,-1.32759218971803,-0.748375015639657,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,3,1,5,2,39,1.84992425611988,-0.414143010604604,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
4,3,4,1,5,2,39,0.261166033200923,-0.179987496937813,-0.438116761457702,0.543077016755092,-0.218777837638699,0.754693058040209
3,3,6,1,5,2,39,-0.419730348050057,0.757013205067106,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,4,2,5,1,39,-0.64669580846705,-0.838701338060765,1.12874032837327,-0.146731579639021,-0.218777837638699,0.754693058040209
3,1,12,2,5,2,39,0.0342005727839296,-0.67499316158302,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,4,2,5,1,39,-0.949316422356374,-1.50064314773807,1.52045460083101,-0.146731579639021,-0.218777837638699,-0.0781191964612276
4,3,3,1,5,2,39,0.185510879728592,2.42000391393034,0.737026055915528,1.85475245902941,-0.218777837638699,1.58750531254165
3,5,8,4,5,2,39,-1.47890249666269,-0.797760094666163,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-1.7437437054641
3,6,14,2,5,2,39,0.563786647090247,-0.183613045196803,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,4,1,5,2,39,1.24468302834123,1.26990995642117,-0.0464024889999585,1.85475245902941,-0.218777837638699,0.338286930789491
3,3,13,1,5,2,39,0.563786647090247,-0.13359373187956,0.345311783457785,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,3,1,4,2,6,0.563786647090247,0.75066139597629,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,7,1,5,2,39,0.185510879728592,-1.08598644816416,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.754693058040209
4,3,12,1,5,2,39,2.30385517695386,-0.145360197900252,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.910931450962664
3,3,14,1,5,2,39,0.866407260979571,1.16190080332697,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,1,2,5,1,39,-1.40324734319036,-1.11397795260759,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,4,2,5,2,39,-1.17628188277337,0.227181451532016,1.12874032837327,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,6,8,2,5,2,39,-1.10062672930104,-1.0090358429492,-0.0464024889999585,-0.146731579639021,4.41382316969796,-0.0781191964612276
3,6,7,2,5,1,39,0.336821186673254,-0.182249914780891,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.255005705339347
1,5,8,4,5,1,39,-1.40324734319036,0.52020716003604,-1.22154530637319,-0.146731579639021,-0.218777837638699,-2.57655595996554
1,5,2,2,5,2,39,-1.10062672930104,0.369079541355156,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,4,2,5,1,39,1.54730364223055,0.977016774485358,1.12874032837327,-0.146731579639021,-0.218777837638699,-1.32733757821338
1,5,8,2,3,2,39,0.79075210750724,-1.06297415621219,-2.39668812374642,-0.146731579639021,-0.218777837638699,-1.7437437054641
3,3,10,6,5,1,39,-0.419730348050057,-0.126134379325815,1.52045460083101,0.543077016755092,-0.218777837638699,-2.57655595996554
1,1,1,2,5,2,39,1.54730364223055,-0.859063098648462,1.12874032837327,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,8,2,1,2,39,-0.344075194577726,0.0853496249929825,1.52045460083101,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,6,4,5,2,39,-1.40324734319036,2.74104005924468,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,4,4,5,1,39,-1.02497157582871,0.430552936639444,1.12874032837327,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,5,1,5,2,39,0.79075210750724,-0.235307872983606,-1.61325957883093,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,14,1,5,2,39,1.54730364223055,0.779561654030329,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,1,2,5,1,39,-1.40324734319036,-0.189661936417416,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,1,5,3,1,39,-0.419730348050057,0.117913296039787,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.494525323711946
5,7,8,2,5,1,39,1.47164848875822,1.05863420813813,-2.00497385128868,-0.146731579639021,-0.218777837638699,-0.0781191964612276
2,7,1,5,5,1,39,1.01771756792423,-0.326599746115985,-0.438116761457702,-0.146731579639021,-0.218777837638699,-1.07749390186295
3,6,7,2,5,1,39,-0.192764887633064,-1.07828097484088,-1.61325957883093,-0.146731579639021,-0.218777837638699,-0.0781191964612276
2,3,11,1,5,2,39,0.185510879728592,0.111561486948972,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,14,4,5,2,39,-0.798006115411712,-0.336037531009492,-0.438116761457702,0.199238471507273,-0.218777837638699,-0.0781191964612276
3,5,6,4,3,2,39,-1.47890249666269,0.941812038257722,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-2.07686860726468
3,5,7,4,5,1,39,-1.55455765013502,-0.101427640537397,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.588130607139922
3,3,3,1,5,2,39,-0.798006115411712,-0.379695569052476,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,4,1,5,2,39,-0.722350961939381,1.39655802471628,0.345311783457785,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,6,1,5,2,39,0.109855726256261,-0.815925700694889,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,6,5,5,2,39,-0.949316422356374,0.160795107040376,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,3,1,5,2,39,0.563786647090247,-0.879992830242789,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,8,2,5,1,39,-1.17628188277337,0.106326687504529,-1.22154530637319,-0.146731579639021,-0.218777837638699,-1.41061880366353
3,4,1,5,5,1,39,0.412476340145585,-0.0919709232770019,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,12,4,5,1,39,-1.55455765013502,0.279453716508893,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-1.32733757821338
3,5,11,4,5,2,39,-1.47890249666269,0.558460007332591,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.910931450962664
3,1,13,2,5,1,39,0.185510879728592,-0.747854375550246,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,1,1,2,5,1,39,2.30385517695386,-0.0562644793268428,-0.438116761457702,-0.146731579639021,-0.218777837638699,-1.32733757821338
5,3,3,1,5,2,21,-0.873661268884043,-0.703306516263542,-0.438116761457702,-0.146731579639021,-0.218777837638699,1.58750531254165
3,3,10,1,5,2,39,0.185510879728592,0.469156032723418,1.52045460083101,-0.146731579639021,5.74483166807453,0.754693058040209
3,3,1,1,5,2,39,0.185510879728592,2.25943851035595,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,3,5,3,1,39,-1.10062672930104,0.550091901168238,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
4,3,10,1,5,2,39,0.261166033200923,-0.841938772798558,2.3038831457465,-0.146731579639021,-0.218777837638699,0.00516202898891608
3,3,3,1,3,2,39,1.39599333528589,0.518209795329389,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.588130607139922
3,5,10,2,5,1,39,-0.64669580846705,-0.443147396676526,0.737026055915528,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,12,1,5,2,39,-0.192764887633064,-0.065049097562725,-0.438116761457702,-0.146731579639021,-0.218777837638699,1.58750531254165
3,3,7,1,3,2,39,0.79075210750724,-0.176134760276171,-2.39668812374642,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,7,6,5,1,39,-0.419730348050057,-0.419661795552362,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.494525323711946
3,3,5,1,5,2,39,-1.17628188277337,1.10351338384537,-1.61325957883093,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,10,1,5,2,39,0.563786647090247,-1.00258937202394,1.52045460083101,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,1,4,2,1,11,-1.55455765013502,0.685193271278702,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-1.57718125456381
3,3,4,1,5,2,39,0.109855726256261,-0.319604236550988,-0.438116761457702,0.877457004578426,-0.218777837638699,1.17109918529093
4,3,4,1,5,2,39,0.336821186673254,0.234460946600328,-0.438116761457702,-0.146731579639021,4.44098660844034,0.338286930789491
3,5,10,4,5,1,39,-0.344075194577726,-0.288072379499562,1.52045460083101,-0.146731579639021,-0.218777837638699,-0.910931450962664
5,7,4,2,5,1,39,0.639441800562578,-0.139529028898847,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.910931450962664
3,7,4,5,5,1,39,0.412476340145585,-1.54361015438965,0.345311783457785,-0.146731579639021,-0.218777837638699,-0.910931450962664
3,3,4,1,5,2,39,1.24468302834123,-0.614958626182196,1.12874032837327,1.85475245902941,-0.218777837638699,0.754693058040209
3,5,12,2,5,2,39,-1.47890249666269,2.52748296075168,-0.438116761457702,0.240536398290235,-0.218777837638699,-0.910931450962664
3,5,8,2,3,2,39,-0.798006115411712,0.254349398015833,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-2.24343105816496
3,3,8,6,3,1,39,-0.873661268884043,0.301273269346941,-1.22154530637319,-0.146731579639021,-0.218777837638699,-0.744369000062377
6,3,1,1,5,2,39,0.109855726256261,-1.15355606558628,1.12874032837327,-0.146731579639021,4.44098660844034,0.338286930789491
2,5,3,2,5,2,39,-0.949316422356374,-0.828014016952671,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,6,5,3,1,39,0.261166033200923,-0.71945582521873,-0.0464024889999585,-0.146731579639021,1.32459936363284,-0.0781191964612276
4,1,4,2,5,2,39,-0.0414545806884015,-0.913578849101528,1.12874032837327,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,8,1,5,2,39,1.24468302834123,-1.38841207682792,-1.22154530637319,-0.146731579639021,-0.218777837638699,-0.910931450962664
3,3,12,1,5,2,39,-0.495385501522388,-0.499944497339557,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,3,1,5,2,39,-1.2519370362457,1.88519294790379,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.338286930789491
3,3,4,1,5,2,39,-0.571040654994719,-0.314672354976749,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,3,1,5,2,39,0.261166033200923,0.0111252806098441,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.338286930789491
2,1,4,2,5,2,39,1.47164848875822,-0.496839589169978,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.661087774612233
3,3,10,1,5,2,39,1.1690278748689,0.439441682893209,-0.438116761457702,-0.146731579639021,4.44098660844034,-0.0781191964612276
3,5,10,2,5,2,39,-0.344075194577726,0.000229703465985911,1.52045460083101,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,4,1,5,2,39,1.69861394917521,-1.5956173662301,-0.829831033915445,-0.146731579639021,-0.218777837638699,1.58750531254165
2,6,1,5,3,1,39,0.715096954034909,-1.15966175390756,1.52045460083101,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,4,1,5,2,39,-0.192764887633064,0.441656769819067,-0.0464024889999585,-0.146731579639021,-0.218777837638699,0.338286930789491
3,3,7,1,5,2,39,0.109855726256261,-1.00647997341936,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.327962872811659
3,3,7,1,5,2,39,-0.117109734160733,0.551644355253027,-0.0464024889999585,-0.146731579639021,4.44098660844034,-0.0781191964612276
3,5,4,4,5,2,39,-0.344075194577726,0.0840432916777328,1.52045460083101,0.472737322105402,-0.218777837638699,-0.0781191964612276
4,3,4,1,5,2,39,1.32033818181356,1.2475886958606,-0.0464024889999585,1.85475245902941,-0.218777837638699,-0.0781191964612276
3,7,4,2,5,1,39,-0.117109734160733,0.126319266937916,1.12874032837327,-0.146731579639021,-0.218777837638699,1.17109918529093
3,1,12,5,3,1,39,0.412476340145585,0.898504249002161,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,7,2,5,2,39,-1.17628188277337,-1.29669422544056,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.754693058040209
3,5,8,2,5,1,39,-1.2519370362457,0.0902247094665594,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.338286930789491
3,3,4,1,5,2,39,-0.419730348050057,0.0629526349648604,1.12874032837327,-0.146731579639021,4.66323292542344,-0.0781191964612276
3,6,10,2,5,2,39,0.0342005727839296,-0.251135331701704,1.12874032837327,-0.146731579639021,-0.218777837638699,0.754693058040209
3,5,10,5,3,1,39,-0.949316422356374,0.186533659824173,-0.438116761457702,-0.146731579639021,-0.218777837638699,1.17109918529093
3,5,14,2,5,2,39,0.412476340145585,1.03618988719279,-0.0464024889999585,-0.146731579639021,-0.218777837638699,0.338286930789491
2,3,11,1,5,2,39,0.942062414451903,-0.140797497480321,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
4,3,4,1,5,2,39,-0.798006115411712,-0.447672232362681,1.12874032837327,-0.146731579639021,-0.218777837638699,0.754693058040209
3,1,3,2,5,2,39,1.39599333528589,-1.54316524376779,1.12874032837327,-0.146731579639021,-0.218777837638699,0.338286930789491
3,3,10,1,5,2,39,0.866407260979571,-0.139207178661756,0.345311783457785,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,3,1,3,2,39,0.488131493617916,2.09712186284445,-2.39668812374642,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,12,2,5,2,39,-1.47890249666269,-1.29099558300737,-1.22154530637319,-0.146731579639021,-0.218777837638699,-2.40999350906525
3,5,8,4,5,1,39,-1.02497157582871,-1.52054106533701,-0.0464024889999585,-0.146731579639021,-0.218777837638699,0.754693058040209
1,1,3,5,5,1,39,-0.0414545806884015,0.22282700714785,0.345311783457785,0.718793034260661,-0.218777837638699,-0.0781191964612276
3,3,14,1,5,2,39,0.0342005727839296,-1.58342492195443,1.12874032837327,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,13,4,3,1,39,-1.17628188277337,-0.0874460875908471,1.12874032837327,-0.146731579639021,-0.218777837638699,-0.744369000062377
3,3,7,1,5,2,39,0.79075210750724,-1.44291836109754,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,7,3,5,2,26,-1.32759218971803,2.43993969626306,-2.78840239620416,-0.146731579639021,-0.218777837638699,-0.244681647361515
3,6,3,2,5,2,39,-0.571040654994719,0.295158114842221,0.345311783457785,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,1,1,2,2,30,-0.344075194577726,-0.259588633517052,1.12874032837327,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,3,5,5,2,39,0.0342005727839296,0.882402270964191,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
2,3,14,1,5,2,39,1.84992425611988,-1.17622757493427,-2.00497385128868,0.877457004578426,-0.218777837638699,-0.0781191964612276
3,3,3,1,5,2,39,0.185510879728592,0.828492356251531,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,10,1,5,2,39,0.563786647090247,1.15821845796732,1.12874032837327,1.85475245902941,-0.218777837638699,-0.244681647361515
2,3,4,1,5,2,39,1.09337272139656,-0.189472612748539,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,10,1,5,2,39,-0.0414545806884015,0.456348286523904,1.91216887328876,-0.146731579639021,-0.218777837638699,0.754693058040209
3,5,4,5,2,1,37,1.24468302834123,-0.662478867070266,1.52045460083101,-0.146731579639021,-0.218777837638699,0.754693058040209
5,3,8,1,5,2,39,3.1360618651495,0.107509960435009,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.910931450962664
3,1,13,5,5,1,39,-0.344075194577726,-0.402499604968683,0.345311783457785,-0.146731579639021,-0.218777837638699,1.58750531254165
3,5,8,5,3,1,14,0.261166033200923,0.361923106671614,-0.438116761457702,-0.146731579639021,-0.218777837638699,-1.07749390186295
3,5,12,2,5,1,39,-0.949316422356374,1.63653524120104,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,14,1,5,2,39,-0.571040654994719,-0.816929116139936,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
2,5,8,4,5,1,39,-1.02497157582871,0.867833814644124,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.494525323711946
5,3,3,1,5,2,39,1.24468302834123,-0.799852121207251,-0.438116761457702,-0.146731579639021,4.8607852071862,1.58750531254165
3,5,8,4,5,1,39,-1.47890249666269,0.382720311697728,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-2.40999350906525
5,3,14,1,5,2,39,1.77426910264754,-0.115882502656138,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.744369000062377
1,5,1,4,5,1,39,-1.2519370362457,-0.807387203228547,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-1.7437437054641
3,3,6,1,5,2,39,-0.268420041105395,-0.438755087558585,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,12,4,5,1,39,-0.798006115411712,-0.781393063491766,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,3,2,5,2,39,-0.268420041105395,0.132358691975085,0.345311783457785,-0.146731579639021,-0.218777837638699,0.754693058040209
3,5,13,4,5,2,39,-0.798006115411712,0.0391262512367187,1.12874032837327,-0.146731579639021,-0.218777837638699,0.754693058040209
1,1,13,2,3,2,39,1.77426910264754,-1.25053711496841,-0.0464024889999585,0.472737322105402,-0.218777837638699,-0.0781191964612276
3,5,8,2,3,1,39,0.0342005727839296,0.87120377595013,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
5,5,10,2,5,2,39,2.53082063737086,0.511498271267708,1.91216887328876,-0.146731579639021,3.30999979534855,-1.7437437054641
3,3,4,6,5,1,39,0.866407260979571,-0.755379991388098,-0.0464024889999585,-0.146731579639021,-0.218777837638699,0.754693058040209
3,5,10,2,5,1,39,-0.722350961939381,-0.846671864520477,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,4,2,5,1,39,-0.873661268884043,-0.694465100926996,1.52045460083101,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,3,1,5,2,39,-0.722350961939381,1.44515741051695,-1.61325957883093,-0.146731579639021,-0.218777837638699,-1.32733757821338
3,3,12,6,5,1,39,-0.571040654994719,-0.195474173051933,-1.22154530637319,-0.146731579639021,-0.218777837638699,-1.7437437054641
3,3,4,1,5,2,39,-1.02497157582871,-0.118457304552862,-0.438116761457702,-0.146731579639021,-0.218777837638699,2.8367236942938
6,5,4,2,5,2,39,0.563786647090247,-0.382412363700857,1.52045460083101,-0.146731579639021,-0.218777837638699,-0.244681647361515
3,5,8,4,1,1,39,-1.47890249666269,-0.790916044036268,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.494525323711946
3,1,8,2,3,2,39,0.261166033200923,0.34696653683035,-0.438116761457702,-0.146731579639021,-0.218777837638699,0.921255508940496
3,5,6,4,5,2,39,-1.55455765013502,0.293634059307763,-1.22154530637319,-0.146731579639021,-0.218777837638699,-1.41061880366353
4,3,3,1,5,2,39,1.47164848875822,0.135236411742012,1.12874032837327,1.85475245902941,-0.218777837638699,0.754693058040209
3,5,11,2,3,2,39,-1.40324734319036,1.49240313208515,-0.0464024889999585,-0.146731579639021,-0.218777837638699,1.58750531254165
1,3,3,1,5,2,39,-0.268420041105395,2.12227351225473,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,6,1,5,2,39,-0.495385501522388,-0.147045178553255,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.244681647361515
3,5,6,2,5,1,39,-1.17628188277337,-0.414786711078785,-0.438116761457702,-0.146731579639021,-0.218777837638699,-1.32733757821338
3,1,13,5,5,1,39,-0.571040654994719,0.492830957516458,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,12,1,3,2,39,-0.419730348050057,0.71406513078241,1.12874032837327,-0.146731579639021,-0.218777837638699,1.17109918529093
3,5,7,2,5,1,39,0.185510879728592,-0.175131344831124,-0.0464024889999585,-0.146731579639021,-0.218777837638699,0.588130607139922
3,5,7,4,3,2,39,-1.2519370362457,-0.106804432733497,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
1,3,14,1,3,2,39,1.69861394917521,3.05880090508745,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,4,2,3,2,39,-0.64669580846705,1.01029987547389,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,3,8,1,5,2,39,-1.17628188277337,1.20321122787588,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,5,7,5,5,2,39,-1.02497157582871,0.440482963072031,-0.438116761457702,-0.146731579639021,3.7075737623961,-0.0781191964612276
3,5,12,4,5,2,39,-1.17628188277337,1.21875470109066,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
2,1,1,5,5,1,39,-0.0414545806884015,-1.46717072308065,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.244681647361515
3,1,4,4,5,1,39,-0.949316422356374,-0.867298678244601,-0.438116761457702,-0.146731579639021,-0.218777837638699,-0.0781191964612276
4,3,4,1,5,2,39,0.261166033200923,0.219229857439192,1.12874032837327,-0.146731579639021,-0.218777837638699,1.58750531254165
5,3,12,1,2,2,40,0.942062414451903,-0.501960794413095,-0.438116761457702,0.266647345546559,-0.218777837638699,3.58625472334509
3,5,6,4,5,2,39,-1.2519370362457,0.0706675744715888,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-0.0781191964612276
3,1,3,2,5,2,39,0.942062414451903,-1.3856668836292,-0.0464024889999585,-0.146731579639021,-0.218777837638699,0.0884432544390597
3,5,12,2,5,1,39,-1.47890249666269,1.57117124452133,-0.0464024889999585,-0.146731579639021,-0.218777837638699,-1.32733757821338
